CustomerID,Recency,Frequency,Monetary,Recency_scaled,Frequency_scaled,Monetary_scaled,Cluster,Hierarchical_Cluster,Segment,Hierarchical_Segment
12936.0,17,4,1063.9,-0.751019893337022,-0.03423434939108423,-0.10699014445817177,1,2,Occasional Buyers,Loyal Customers
12937.0,15,4,1504.27,-0.7711161971701429,-0.03423434939108423,-0.04813180911145804,1,2,Occasional Buyers,Loyal Customers
12938.0,25,1,114.14,-0.6706346780045386,-0.4510003419781973,-0.23393179029893033,1,2,Occasional Buyers,Loyal Customers
12939.0,64,8,11581.8,-0.2787567532586814,0.5214536407250665,1.298796092894964,3,2,New Customers,Loyal Customers
12940.0,54,2,913.54,-0.37923827242428576,-0.3120783444491596,-0.12708674346067395,1,2,Occasional Buyers,Loyal Customers
12942.0,131,3,683.9,0.3944694251508681,-0.17315634692012194,-0.15777963382336746,1,2,Occasional Buyers,Loyal Customers
12944.0,35,2,604.51,-0.5701531588389341,-0.3120783444491596,-0.16839062740416452,1,2,Occasional Buyers,Loyal Customers
12945.0,288,1,462.95,1.972029276050857,-0.4510003419781973,-0.18731104875820953,0,1,At-Risk Customers,Occasional Buyers
12947.0,143,6,1603.99,0.5150472481495934,0.24360964566699117,-0.034803577849623006,1,2,Occasional Buyers,Loyal Customers
12948.0,16,7,2064.95,-0.7610680452535825,0.38253164319602884,0.026806745881378553,1,2,Occasional Buyers,Loyal Customers
12949.0,30,8,4167.22,-0.6203939184217363,0.5214536407250665,0.3077889032702468,1,2,Occasional Buyers,Loyal Customers
12950.0,2,3,1843.0,-0.9017421720854286,-0.17315634692012194,-0.002858325604424532,1,2,Occasional Buyers,Loyal Customers
12951.0,8,6,1064.07,-0.841453260586066,0.24360964566699117,-0.10696742284450841,1,2,Occasional Buyers,Loyal Customers
12952.0,5,4,1387.79,-0.8715977163357473,-0.03423434939108423,-0.06370012416740013,1,2,Occasional Buyers,Loyal Customers
12953.0,9,1,329.85,-0.8314051086695056,-0.4510003419781973,-0.20510073569112414,1,2,Occasional Buyers,Loyal Customers
12955.0,1,11,4757.16,-0.9117903240019891,0.9382196333121796,0.38663824894420346,3,2,New Customers,Loyal Customers
12956.0,306,1,108.07,2.152896010548945,-0.4510003419781973,-0.23474308556326387,0,1,At-Risk Customers,Occasional Buyers
12957.0,9,8,4017.54,-0.8314051086695056,0.5214536407250665,0.2877831907223981,1,2,Occasional Buyers,Loyal Customers
12962.0,7,2,266.39,-0.8515014125026265,-0.3120783444491596,-0.2135825804151118,1,2,Occasional Buyers,Loyal Customers
12963.0,8,8,1856.63,-0.841453260586066,0.5214536407250665,-0.001036586814825525,1,2,Occasional Buyers,Loyal Customers
12965.0,89,1,771.91,-0.027552955344670383,-0.4510003419781973,-0.14601652077328622,1,2,Occasional Buyers,Loyal Customers
12966.0,9,1,160.18,-0.8314051086695056,-0.4510003419781973,-0.22777824269268399,1,2,Occasional Buyers,Loyal Customers
12967.0,358,2,1660.9,2.675399910210088,-0.3120783444491596,-0.027197183534430135,0,1,At-Risk Customers,Occasional Buyers
12968.0,112,1,135.95,0.20355453873621973,-0.4510003419781973,-0.23101674092247002,1,2,Occasional Buyers,Loyal Customers
12970.0,7,4,452.24,-0.8515014125026265,-0.03423434939108423,-0.18874251041900228,1,2,Occasional Buyers,Loyal Customers
12971.0,3,86,11189.91,-0.8916940201688682,11.357369447990008,1.2464174271388415,2,0,Loyal Customers,At-Risk Customers
12974.0,197,1,144.8,1.0576474516438572,-0.4510003419781973,-0.2298338804464648,0,1,At-Risk Customers,Occasional Buyers
12976.0,211,1,738.6,1.1983215784757033,-0.4510003419781973,-0.1504686204857985,0,1,At-Risk Customers,Occasional Buyers
12977.0,156,1,39.239999999999995,0.6456732230648791,-0.4510003419781973,-0.24394266596591233,0,2,At-Risk Customers,Loyal Customers
12980.0,157,9,7374.900000000001,0.6557213749814396,0.6603756382541043,0.7365163486569598,1,2,Occasional Buyers,Loyal Customers
12981.0,29,2,372.21999999999997,-0.6304420703382968,-0.3120783444491596,-0.1994377076269048,1,2,Occasional Buyers,Loyal Customers
12982.0,242,1,390.54,1.509814287889077,-0.4510003419781973,-0.19698911961329854,0,1,At-Risk Customers,Occasional Buyers
12984.0,18,1,97.5,-0.7409717414204616,-0.4510003419781973,-0.23615583530692205,1,2,Occasional Buyers,Loyal Customers
12985.0,0,2,1239.38,-0.9218384759185495,-0.3120783444491596,-0.08353609289552824,1,2,Occasional Buyers,Loyal Customers
12987.0,73,2,558.7,-0.1883233860096374,-0.3120783444491596,-0.17451343400368982,1,2,Occasional Buyers,Loyal Customers
12988.0,292,1,535.32,2.012221883717099,-0.4510003419781973,-0.17763832416515896,0,1,At-Risk Customers,Occasional Buyers
12989.0,3,15,6924.110000000001,-0.8916940201688682,1.4939076234283306,0.6762653120492319,3,2,New Customers,Loyal Customers
12990.0,31,3,409.5,-0.6103457665051759,-0.17315634692012194,-0.19445499140707717,1,2,Occasional Buyers,Loyal Customers
12991.0,23,2,503.76,-0.6907309818376594,-0.3120783444491596,-0.18185652491348944,1,2,Occasional Buyers,Loyal Customers
12993.0,23,4,414.76,-0.6907309818376594,-0.03423434939108423,-0.1937519579490221,1,2,Occasional Buyers,Loyal Customers
12994.0,4,3,974.4200000000001,-0.8816458682523077,-0.17315634692012194,-0.11894973263816574,1,2,Occasional Buyers,Loyal Customers
12995.0,85,1,211.32,-0.06774556301091214,-0.4510003419781973,-0.22094304667653636,1,2,Occasional Buyers,Loyal Customers
12997.0,22,4,1226.89,-0.7007791337542199,-0.03423434939108423,-0.08520546321703165,1,2,Occasional Buyers,Loyal Customers
12999.0,196,3,455.88,1.0475992997272967,-0.17315634692012194,-0.18825600057350408,0,2,At-Risk Customers,Loyal Customers
13000.0,106,3,534.85,0.1432656272368571,-0.17315634692012194,-0.17770114274411067,1,2,Occasional Buyers,Loyal Customers
13001.0,4,13,9818.82,-0.8816458682523077,1.216063628370255,1.0631622666816676,3,0,New Customers,At-Risk Customers
13002.0,318,1,120.94999999999999,2.2734738335476705,-0.4510003419781973,-0.23302158918688562,0,1,At-Risk Customers,Occasional Buyers
13003.0,105,3,149.05,0.13321747532029665,-0.17315634692012194,-0.22926584010488038,1,2,Occasional Buyers,Loyal Customers
13004.0,11,18,5655.91,-0.8113088048363847,1.9106736160154436,0.5067620741204393,3,0,New Customers,At-Risk Customers
13005.0,173,2,513.7,0.8164918056464066,-0.3120783444491596,-0.1805279787969367,0,2,At-Risk Customers,Loyal Customers
13006.0,56,1,81.57,-0.3591419685911649,-0.4510003419781973,-0.23828498416373145,1,2,Occasional Buyers,Loyal Customers
13008.0,323,1,229.46999999999997,2.3237145931304726,-0.4510003419781973,-0.21851718027659345,0,1,At-Risk Customers,Occasional Buyers
13011.0,372,1,50.550000000000004,2.816074037041934,-0.4510003419781973,-0.24243101037454295,0,1,At-Risk Customers,Occasional Buyers
13012.0,9,8,1661.8400000000001,-0.8314051086695056,0.5214536407250665,-0.02707154637652675,1,2,Occasional Buyers,Loyal Customers
13013.0,1,13,4810.9400000000005,-0.9117903240019891,1.216063628370255,0.39382629825488835,3,2,New Customers,Loyal Customers
13014.0,10,10,3466.2799999999997,-0.8213569567529452,0.799297635783142,0.2141036804396145,1,2,Occasional Buyers,Loyal Customers
13015.0,53,5,3346.28,-0.3892864243408462,0.10468764813795346,0.19806489432428961,1,2,Occasional Buyers,Loyal Customers
13016.0,73,3,789.89,-0.1883233860096374,-0.17315634692012194,-0.14361337598700671,1,2,Occasional Buyers,Loyal Customers
13017.0,7,1,204.0,-0.8515014125026265,-0.4510003419781973,-0.22192141262957116,1,2,Occasional Buyers,Loyal Customers
13018.0,16,28,7277.7,-0.7610680452535825,3.2998935913058207,0.7235249319035465,3,0,New Customers,At-Risk Customers
13021.0,4,9,2616.38,-0.8816458682523077,0.6603756382541043,0.10050897777782557,1,2,Occasional Buyers,Loyal Customers
13023.0,64,2,689.9,-0.2787567532586814,-0.3120783444491596,-0.1569776945176012,1,2,Occasional Buyers,Loyal Customers
13026.0,1,5,975.36,-0.9117903240019891,0.10468764813795346,-0.11882409548026238,1,2,Occasional Buyers,Loyal Customers
13027.0,113,6,6912.0,0.21360269065278017,0.24360964566699117,0.6746467312170936,1,2,Occasional Buyers,Loyal Customers
13028.0,22,2,661.3199999999999,-0.7007791337542199,-0.3120783444491596,-0.16079759874406777,1,2,Occasional Buyers,Loyal Customers
13029.0,30,3,1247.5,-0.6203939184217363,-0.17315634692012194,-0.0824508017017246,1,2,Occasional Buyers,Loyal Customers
13030.0,11,2,799.48,-0.8113088048363847,-0.3120783444491596,-0.1423316096632903,1,2,Occasional Buyers,Loyal Customers
13032.0,52,2,1010.18,-0.39933457625740665,-0.3120783444491596,-0.11417017437579892,1,2,Occasional Buyers,Loyal Customers
13033.0,357,1,190.55,2.6653517582935273,-0.4510003419781973,-0.22371909323999717,0,1,At-Risk Customers,Occasional Buyers
13034.0,54,2,642.77,-0.37923827242428576,-0.3120783444491596,-0.1632769277643951,1,2,Occasional Buyers,Loyal Customers
13035.0,73,2,921.88,-0.1883233860096374,-0.3120783444491596,-0.12597204782565885,1,2,Occasional Buyers,Loyal Customers
13037.0,138,3,881.07,0.4648064885667912,-0.17315634692012194,-0.13142657167037894,1,2,Occasional Buyers,Loyal Customers
13038.0,80,3,908.46,-0.11798632259371435,-0.17315634692012194,-0.12776571873955603,1,2,Occasional Buyers,Loyal Customers
13040.0,8,2,676.99,-0.841453260586066,-0.3120783444491596,-0.15870320059050824,1,2,Occasional Buyers,Loyal Customers
13043.0,273,1,516.42,1.8213069973024505,-0.4510003419781973,-0.18016443297832263,0,1,At-Risk Customers,Occasional Buyers
13044.0,291,1,560.47,2.0021737318005384,-0.4510003419781973,-0.1742768619084888,0,1,At-Risk Customers,Occasional Buyers
13045.0,99,1,305.28000000000003,0.07292856382093402,-0.4510003419781973,-0.2083846771482369,1,2,Occasional Buyers,Loyal Customers
13046.0,30,2,629.31,-0.6203939184217363,-0.3120783444491596,-0.1650759449403307,1,2,Occasional Buyers,Loyal Customers
13047.0,31,10,3237.54,-0.6103457665051759,0.799297635783142,0.18353108097278595,1,2,Occasional Buyers,Loyal Customers
13048.0,14,4,1835.91,-0.7811643490867034,-0.03423434939108423,-0.0038059505507383037,1,2,Occasional Buyers,Loyal Customers
13049.0,64,2,656.6800000000001,-0.2787567532586814,-0.3120783444491596,-0.161417765140527,1,2,Occasional Buyers,Loyal Customers
13050.0,14,17,5836.86,-0.7811643490867034,1.771751618486406,0.5309472270168397,3,0,New Customers,At-Risk Customers
13052.0,212,1,348.15000000000003,1.2083697303922638,-0.4510003419781973,-0.20265482080853706,0,1,At-Risk Customers,Occasional Buyers
13055.0,78,3,1214.41,-0.13808262642683522,-0.17315634692012194,-0.08687349697302545,1,2,Occasional Buyers,Loyal Customers
13058.0,24,3,271.40000000000003,-0.680682829921099,-0.17315634692012194,-0.21291296109479696,1,2,Occasional Buyers,Loyal Customers
13059.0,249,1,183.4,1.580151351305,-0.4510003419781973,-0.2246747375793686,0,1,At-Risk Customers,Occasional Buyers
13060.0,253,1,307.53,1.6203439589712418,-0.4510003419781973,-0.20808394990857457,0,1,At-Risk Customers,Occasional Buyers
13061.0,72,1,248.61,-0.19837153792619786,-0.4510003419781973,-0.2159589938911991,1,2,Occasional Buyers,Loyal Customers
13062.0,191,1,346.98,0.9973585401444944,-0.4510003419781973,-0.20281119897316147,0,2,At-Risk Customers,Loyal Customers
13064.0,12,4,1119.49,-0.8012606529198243,-0.03423434939108423,-0.09956017679024749,1,2,Occasional Buyers,Loyal Customers
13065.0,373,1,205.86,2.8261221889584944,-0.4510003419781973,-0.2216728114447836,0,1,At-Risk Customers,Occasional Buyers
13066.0,24,2,470.8,-0.680682829921099,-0.3120783444491596,-0.18626184483316535,1,2,Occasional Buyers,Loyal Customers
13067.0,82,1,115.46000000000001,-0.09789001876059346,-0.4510003419781973,-0.23375536365166175,1,2,Occasional Buyers,Loyal Customers
13068.0,10,2,344.0,-0.8213569567529452,-0.3120783444491596,-0.20320949549502537,1,2,Occasional Buyers,Loyal Customers
13069.0,0,24,4436.12,-0.9218384759185495,2.7442056011896696,0.34372914982367075,3,0,New Customers,At-Risk Customers
13070.0,192,1,228.8,1.007406692061055,-0.4510003419781973,-0.21860673016573734,0,2,At-Risk Customers,Loyal Customers
13072.0,266,1,177.15,1.7509699338865274,-0.4510003419781973,-0.22551009102287511,0,1,At-Risk Customers,Occasional Buyers
13075.0,129,1,919.61,0.3743731213177472,-0.4510003419781973,-0.12627544819634043,1,2,Occasional Buyers,Loyal Customers
13077.0,1,4,729.27,-0.9117903240019891,-0.03423434939108423,-0.151715636106265,1,2,Occasional Buyers,Loyal Customers
13078.0,3,26,12627.94,-0.8916940201688682,3.0220495962477454,1.438619557117348,3,0,New Customers,At-Risk Customers
13079.0,4,5,220.10000000000002,-0.8816458682523077,0.10468764813795346,-0.2197695421590984,1,2,Occasional Buyers,Loyal Customers
13080.0,179,1,58.08,0.8767807171457692,-0.4510003419781973,-0.24142457654580632,0,2,At-Risk Customers,Loyal Customers
13081.0,11,11,28337.38,-0.8113088048363847,0.9382196333121796,3.5382891250467683,3,0,New Customers,At-Risk Customers
13082.0,126,9,3613.63,0.34422866556806586,0.6603756382541043,0.23379797322372398,1,2,Occasional Buyers,Loyal Customers
13083.0,4,2,303.75,-0.8816458682523077,-0.3120783444491596,-0.2085891716712073,1,2,Occasional Buyers,Loyal Customers
13085.0,157,2,416.08000000000004,0.6557213749814396,-0.3120783444491596,-0.19357553130175353,0,2,At-Risk Customers,Loyal Customers
13089.0,2,97,58825.83,-0.9017421720854286,12.885511420809422,7.613270196194926,2,0,Loyal Customers,At-Risk Customers
13090.0,8,14,8910.82,-0.841453260586066,1.354985625899293,0.941802118409042,3,0,New Customers,At-Risk Customers
13091.0,28,1,345.82,-0.6404902222548572,-0.4510003419781973,-0.2029662405722763,1,2,Occasional Buyers,Loyal Customers
13092.0,70,5,477.83,-0.21846784175931874,0.10468764813795346,-0.18532223927990923,1,2,Occasional Buyers,Loyal Customers
13093.0,275,8,7832.47,1.8414033011355715,0.5214536407250665,0.7976735766802033,0,1,At-Risk Customers,Occasional Buyers
13094.0,21,12,1927.3200000000002,-0.7108272856707802,1.0771416308412174,0.00841159477261049,3,2,New Customers,Loyal Customers
13095.0,70,1,74.39999999999999,-0.21846784175931874,-0.4510003419781973,-0.2392433016341221,1,2,Occasional Buyers,Loyal Customers
13097.0,32,10,6010.42,-0.6002976145886154,0.799297635783142,0.554144658001638,3,2,New Customers,Loyal Customers
13098.0,1,28,28882.44,-0.9117903240019891,3.2998935913058207,3.611139964713593,3,0,New Customers,At-Risk Customers
13099.0,99,1,207.35999999999999,0.07292856382093402,-0.4510003419781973,-0.22147232661834207,1,2,Occasional Buyers,Loyal Customers
13101.0,234,1,101.19,1.4294290725565935,-0.4510003419781973,-0.23566264263387582,0,1,At-Risk Customers,Occasional Buyers
13102.0,1,24,6424.09,-0.9117903240019891,2.7442056011896696,0.609434363437692,3,0,New Customers,At-Risk Customers
13103.0,39,1,243.94,-0.5299605511726924,-0.4510003419781973,-0.21658316998418717,1,2,Occasional Buyers,Loyal Customers
13104.0,3,6,1098.48,-0.8916940201688682,0.24360964566699117,-0.10236830092593897,1,2,Occasional Buyers,Loyal Customers
13106.0,133,1,76.5,0.41456572898398897,-0.4510003419781973,-0.23896262287710393,1,2,Occasional Buyers,Loyal Customers
13107.0,44,4,1531.6200000000001,-0.4797197915898902,-0.03423434939108423,-0.044476302442673546,1,2,Occasional Buyers,Loyal Customers
13108.0,372,1,350.06,2.816074037041934,-0.4510003419781973,-0.20239953679620148,0,1,At-Risk Customers,Occasional Buyers
13109.0,59,2,786.54,-0.3289975128414836,-0.3120783444491596,-0.1440611254327262,1,2,Occasional Buyers,Loyal Customers
13110.0,31,7,1488.67,-0.6103457665051759,0.38253164319602884,-0.050216851306450275,1,2,Occasional Buyers,Loyal Customers
13113.0,0,24,12245.960000000001,-0.9218384759185495,2.7442056011896696,1.3875654277812492,3,0,New Customers,At-Risk Customers
13115.0,11,4,2294.78,-0.8113088048363847,-0.03423434939108423,0.057525030988754715,1,2,Occasional Buyers,Loyal Customers
13116.0,138,1,501.14,0.4648064885667912,-0.4510003419781973,-0.18220670507700737,1,2,Occasional Buyers,Loyal Customers
13117.0,21,8,984.91,-0.7108272856707802,0.5214536407250665,-0.11754767541858444,1,2,Occasional Buyers,Loyal Customers
13118.0,19,5,1197.81,-0.7309235895039011,0.10468764813795346,-0.08909219571897875,1,2,Occasional Buyers,Loyal Customers
13120.0,238,1,30.599999999999998,1.4696216802228352,-0.4510003419781973,-0.24509745856621573,0,1,At-Risk Customers,Occasional Buyers
13121.0,269,1,283.73,1.7811143896362087,-0.4510003419781973,-0.21126497582144735,0,1,At-Risk Customers,Occasional Buyers
